Date,Ticker,Open,High,Low,Close,Delta
2017-10-17,^IXIC,6621.419921875,6628.60009765625,6613.2099609375,6623.66015625,
2017-10-18,^IXIC,6634.259765625,6635.52001953125,6613.5498046875,6624.22021484375,8.455424652509258e-05
2017-10-19,^IXIC,6583.7001953125,6605.2900390625,6558.52978515625,6605.06982421875,-0.0028909652764995686
2017-10-20,^IXIC,6633.3701171875,6640.02978515625,6622.919921875,6629.0498046875,0.0036305415547346342
2017-10-23,^IXIC,6641.56982421875,6641.56982421875,6581.14990234375,6586.830078125,-0.006368895664752072
2017-10-24,^IXIC,6598.60986328125,6611.89990234375,6582.06005859375,6598.43017578125,0.0017611047375845068
2017-10-25,^IXIC,6587.22021484375,6600.64013671875,6517.93017578125,6563.89013671875,-0.005234584309048995
2017-10-26,^IXIC,6567.58984375,6582.759765625,6550.02978515625,6556.77001953125,-0.0010847404571368013
2017-10-27,^IXIC,6635.02978515625,6708.1298828125,6625.77978515625,6701.259765625,0.022036726263594097
2017-10-30,^IXIC,6693.77001953125,6727.39013671875,6677.14990234375,6698.9599609375,-0.00034318990278470185
2017-10-31,^IXIC,6713.7099609375,6737.75,6705.7900390625,6727.669921875,0.00428573406990207
2017-11-01,^IXIC,6758.64013671875,6759.66015625,6691.47998046875,6716.52978515625,-0.0016558685024852249
2017-11-02,^IXIC,6709.39013671875,6719.97021484375,6677.5498046875,6714.93994140625,-0.00023670612665394053
2017-11-03,^IXIC,6737.08984375,6765.14013671875,6712.93017578125,6764.43994140625,0.007371622148810042
2017-11-06,^IXIC,6763.2998046875,6790.669921875,6763.169921875,6786.43994140625,0.0032523017708139257
2017-11-07,^IXIC,6785.43994140625,6795.52001953125,6750.35009765625,6767.77978515625,-0.0027496237218793684
2017-11-08,^IXIC,6764.85009765625,6791.64990234375,6753.33984375,6789.1201171875,0.0031532249435857196
2017-11-09,^IXIC,6737.4501953125,6758.93017578125,6687.27978515625,6750.0498046875,-0.005754841838942926
2017-11-10,^IXIC,6736.39013671875,6757.33984375,6727.35009765625,6750.93994140625,0.00013187113347390422
2017-11-13,^IXIC,6727.39013671875,6766.2998046875,6723.43017578125,6757.60009765625,0.000986552436817112
2017-11-14,^IXIC,6733.8701171875,6743.6298828125,6709.27001953125,6737.8701171875,-0.002919672692024644
2017-11-15,^IXIC,6700.68017578125,6725.31982421875,6667.31005859375,6706.2099609375,-0.004698837421819535
2017-11-16,^IXIC,6742.33984375,6806.669921875,6742.33984375,6793.2900390625,0.012984991318826244
2017-11-17,^IXIC,6794.4501953125,6797.75,6777.43017578125,6782.7900390625,-0.0015456428239665199
2017-11-20,^IXIC,6789.27978515625,6795.830078125,6779.490234375,6790.7099609375,0.0011676495703669687
2017-11-21,^IXIC,6820.5498046875,6862.66015625,6820.02001953125,6862.47998046875,0.010568853616793605
2017-11-22,^IXIC,6869.52978515625,6874.52001953125,6859.27978515625,6867.35986328125,0.0007110961090435186
