,period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2057,2020-05-01,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2058,2020-05-01,VT,Vermont,RES,residential,315892.0,19.78,31.02612,156.8735,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2059,2020-05-01,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2060,2020-05-01,VA,Virginia,ALL,all sectors,3938403.0,9.08,764.34123,8416.21365,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2061,2020-05-01,VA,Virginia,COM,commercial,436547.0,7.67,297.54724,3881.26344,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2062,2020-05-01,VA,Virginia,IND,industrial,3712.0,6.17,91.47224,1481.4165,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2063,2020-05-01,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2064,2020-05-01,VA,Virginia,RES,residential,3498143.0,12.3,374.29451,3043.11058,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2065,2020-05-01,VA,Virginia,TRA,transportation,1.0,9.86,1.02725,10.42313,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2066,2020-05-01,WA,Washington,ALL,all sectors,3575258.0,8.13,513.27628,6312.47989,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2067,2020-05-01,WA,Washington,COM,commercial,389519.0,9.02,176.60632,1958.48538,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2068,2020-05-01,WA,Washington,IND,industrial,26898.0,4.66,86.38848,1853.71002,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2069,2020-05-01,WA,Washington,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2070,2020-05-01,WA,Washington,RES,residential,3158836.0,10.01,249.5835,2493.20344,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2071,2020-05-01,WA,Washington,TRA,transportation,5.0,9.86,0.69799,7.08105,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2072,2020-05-01,WV,West Virginia,ALL,all sectors,1019799.0,8.88,214.31881,2414.59767,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2073,2020-08-01,TX,Texas,TRA,transportation,3.0,6.1,1.01087,16.58084,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2074,2020-08-01,UT,Utah,ALL,all sectors,1288477.0,9.05,305.96049,3380.84141,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2075,2020-08-01,UT,Utah,COM,commercial,135191.0,8.74,100.22515,1147.26667,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2076,2020-08-01,UT,Utah,IND,industrial,11135.0,6.4,57.63258,901.18714,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2077,2020-08-01,UT,Utah,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2078,2020-08-01,UT,Utah,RES,residential,1142150.0,11.12,147.67435,1328.34927,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2079,2020-08-01,UT,Utah,TRA,transportation,1.0,10.61,0.42841,4.03833,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2080,2020-08-01,VT,Vermont,ALL,all sectors,378144.0,16.1,76.85278,477.34334,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2081,2020-08-01,VT,Vermont,COM,commercial,59726.0,15.92,26.43172,166.01875,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2082,2020-08-01,VT,Vermont,IND,industrial,252.0,11.3,13.47169,119.23769,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2083,2020-08-01,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2084,2020-08-01,VT,Vermont,RES,residential,318166.0,19.24,36.94937,192.0869,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2085,2020-08-01,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2086,2020-08-01,VA,Virginia,ALL,all sectors,3957144.0,9.37,1088.69854,11616.89904,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2087,2020-08-01,VA,Virginia,COM,commercial,437874.0,7.55,391.00708,5177.34001,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2088,2020-08-01,VA,Virginia,IND,industrial,3725.0,6.25,95.9401,1534.11293,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2089,2020-08-01,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2090,2020-05-01,ESC,East South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2091,2020-05-01,ESC,East South Central,RES,residential,8464430.0,11.56,915.18277,7918.33102,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2092,2020-05-01,ESC,East South Central,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2093,2020-05-01,WSC,West South Central,ALL,all sectors,19414218.0,8.09,3775.12545,46660.55822,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2094,2020-05-01,WSC,West South Central,COM,commercial,2313918.0,7.76,1124.96071,14504.88779,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2095,2020-05-01,WSC,West South Central,IND,industrial,330761.0,4.96,764.88815,15434.22043,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2096,2020-05-01,WSC,West South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2097,2020-05-01,WSC,West South Central,RES,residential,16769533.0,11.28,1884.33804,16707.74189,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2098,2020-05-01,WSC,West South Central,TRA,transportation,6.0,6.85,0.93855,13.70812,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2099,2020-05-01,MTN,Mountain,ALL,all sectors,11664835.0,9.47,2181.52614,23039.5232,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2100,2020-05-01,MTN,Mountain,COM,commercial,1447213.0,9.64,726.32804,7531.0996,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2101,2020-05-01,MTN,Mountain,IND,industrial,98880.0,6.15,418.57438,6804.09945,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2102,2020-05-01,MTN,Mountain,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2103,2020-05-01,MTN,Mountain,RES,residential,10118737.0,11.91,1035.46417,8691.48246,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2104,2020-05-01,MTN,Mountain,TRA,transportation,5.0,9.03,1.15955,12.84169,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2105,2020-05-01,PACC,Pacific Contiguous,ALL,all sectors,21150592.0,13.84,4022.93578,29071.8526,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2106,2020-05-01,PACC,Pacific Contiguous,COM,commercial,2320430.0,14.42,1553.90252,10777.40049,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2107,2020-05-01,PACC,Pacific Contiguous,IND,industrial,198469.0,9.72,677.28675,6966.58532,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2108,2020-05-01,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2109,2020-05-01,PACC,Pacific Contiguous,RES,residential,18631673.0,15.85,1786.96421,11277.12738,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2110,2020-05-01,PACC,Pacific Contiguous,TRA,transportation,20.0,9.43,4.7823,50.73942,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2111,2020-05-01,PACN,Pacific Noncontiguous,ALL,all sectors,878813.0,24.88,277.77034,1116.3381,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2112,2020-05-01,PACN,Pacific Noncontiguous,COM,commercial,121328.0,24.84,95.56513,384.66419,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2113,2020-05-01,PACN,Pacific Noncontiguous,IND,industrial,1965.0,21.87,77.15575,352.79641,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2114,2020-05-01,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2115,2020-05-01,PACN,Pacific Noncontiguous,RES,residential,755520.0,27.73,105.04947,378.8775,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2116,2020-05-01,PACN,Pacific Noncontiguous,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2117,2020-05-01,US,U.S. Total,ALL,all sectors,155927477.0,10.39,28553.73842,274707.0812,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2118,2020-05-01,US,U.S. Total,COM,commercial,18763333.0,10.4,9811.52505,94299.1629,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2119,2020-05-01,US,U.S. Total,IND,industrial,985155.0,6.54,4858.96527,74273.01032,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2120,2020-05-01,US,U.S. Total,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2121,2020-05-01,US,U.S. Total,RES,residential,136178906.0,13.1,13841.02937,105680.94308,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2122,2020-05-01,US,U.S. Total,TRA,transportation,83.0,9.3,42.21874,453.96491,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2123,2020-06-01,ID,Idaho,ALL,all sectors,924901.0,8.34,184.68393,2215.27423,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2124,2020-06-01,ID,Idaho,COM,commercial,114627.0,8.46,42.07254,497.09305,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2125,2020-06-01,ID,Idaho,IND,industrial,28981.0,7.06,76.841,1088.81898,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2126,2020-06-01,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2127,2020-06-01,ID,Idaho,RES,residential,781293.0,10.45,65.77039,629.3622,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2128,2020-06-01,ID,Idaho,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2129,2020-06-01,IL,Illinois,ALL,all sectors,5971114.0,9.92,1166.83236,11759.53918,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2130,2022-07-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2131,2022-07-01,MA,Massachusetts,RES,residential,2889931.0,23.93,459.48281,1920.00175,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2132,2022-07-01,MA,Massachusetts,TRA,transportation,2.0,6.86,1.58144,23.04488,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2133,2022-07-01,MI,Michigan,ALL,all sectors,5046286.0,13.68,1330.70373,9729.78135,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2134,2022-07-01,MI,Michigan,COM,commercial,555770.0,12.47,444.93436,3568.03972,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2135,2022-07-01,MI,Michigan,IND,industrial,5745.0,8.72,211.07508,2420.4326,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2136,2022-07-01,MI,Michigan,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2137,2022-07-01,MI,Michigan,RES,residential,4484769.0,18.03,674.64912,3740.94287,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2138,2022-07-01,MI,Michigan,TRA,transportation,2.0,12.34,0.04517,0.36617,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2139,2022-07-01,MN,Minnesota,ALL,all sectors,2851286.0,12.85,792.68303,6166.90054,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2140,2022-07-01,MN,Minnesota,COM,commercial,307845.0,13.15,273.13672,2076.56473,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2141,2022-07-01,MN,Minnesota,IND,industrial,9250.0,9.62,174.16636,1810.26575,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2142,2022-07-01,MN,Minnesota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2143,2022-07-01,MN,Minnesota,RES,residential,2534190.0,15.15,345.208,2278.87818,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2144,2022-07-01,MN,Minnesota,TRA,transportation,1.0,14.43,0.17196,1.19187,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2145,2022-07-01,MS,Mississippi,ALL,all sectors,1597094.0,10.58,539.31924,5095.41588,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2146,2022-07-01,MS,Mississippi,COM,commercial,242749.0,11.49,165.91622,1443.91354,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2147,2022-07-01,MS,Mississippi,IND,industrial,11535.0,6.97,100.47408,1441.67724,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2148,2022-07-01,MS,Mississippi,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2149,2022-07-01,MS,Mississippi,RES,residential,1342810.0,12.35,272.92894,2209.82511,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2150,2022-07-01,MS,Mississippi,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2151,2022-07-01,MO,Missouri,ALL,all sectors,3250280.0,12.49,1031.61759,8259.83278,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2152,2022-07-01,MO,Missouri,COM,commercial,397417.0,11.23,330.26533,2939.71715,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2153,2022-07-01,MO,Missouri,IND,industrial,9806.0,9.49,112.49006,1185.02323,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2154,2022-07-01,MO,Missouri,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2155,2022-07-01,MO,Missouri,RES,residential,2843055.0,14.24,588.7048,4133.87362,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2156,2022-07-01,MO,Missouri,TRA,transportation,2.0,12.91,0.1574,1.21878,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2157,2022-07-01,MT,Montana,ALL,all sectors,668433.0,9.48,118.9865,1254.63618,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2158,2022-07-01,MT,Montana,COM,commercial,114767.0,10.61,43.88432,413.50706,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2159,2022-07-01,MT,Montana,IND,industrial,13757.0,6.14,25.81305,420.1848,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2160,2022-07-01,MT,Montana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2161,2022-07-01,NE,Nebraska,COM,commercial,161200.0,9.53,86.40671,906.6819,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2162,2019-06-01,IL,Illinois,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2163,2019-06-01,IL,Illinois,RES,residential,5310008.0,13.42,495.63631,3692.80555,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2164,2019-06-01,IL,Illinois,TRA,transportation,3.0,7.74,2.96624,38.30588,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2165,2019-06-01,IN,Indiana,ALL,all sectors,3266307.0,10.03,833.47367,8310.64883,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2166,2019-06-01,IN,Indiana,COM,commercial,359716.0,11.06,220.65763,1994.57425,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2167,2019-06-01,IN,Indiana,IND,industrial,18509.0,7.51,280.90267,3739.73104,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2168,2019-06-01,IN,Indiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2169,2019-06-01,IN,Indiana,RES,residential,2888081.0,12.88,331.74125,2574.81756,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2170,2019-06-01,IN,Indiana,TRA,transportation,1.0,11.28,0.17211,1.52598,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2171,2019-06-01,IA,Iowa,ALL,all sectors,1639495.0,10.23,420.80214,4114.91231,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2172,2019-06-01,IA,Iowa,COM,commercial,240895.0,11.26,109.09442,969.07977,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2173,2019-06-01,IA,Iowa,IND,industrial,8750.0,7.76,161.58123,2082.12679,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2174,2019-06-01,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2175,2019-06-01,IA,Iowa,RES,residential,1389850.0,14.11,150.12649,1063.70576,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2176,2019-06-01,IA,Iowa,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2177,2019-06-01,KS,Kansas,ALL,all sectors,1536962.0,10.86,388.26111,3576.03648,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2178,2019-06-01,KS,Kansas,COM,commercial,234956.0,10.81,149.45348,1382.84996,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2179,2019-06-01,KS,Kansas,IND,industrial,24740.0,7.58,70.63449,932.38553,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2180,2019-06-01,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2181,2020-06-01,NE,Nebraska,RES,residential,864823.0,11.25,106.09067,943.03469,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2182,2020-06-01,NE,Nebraska,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2183,2020-06-01,NV,Nevada,ALL,all sectors,1400024.0,8.72,310.79865,3564.58134,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2184,2020-06-01,NV,Nevada,COM,commercial,169612.0,7.27,77.89061,1071.99741,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2185,2020-06-01,NV,Nevada,IND,industrial,3461.0,6.62,65.69015,992.29188,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2186,2020-06-01,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2187,2020-06-01,NV,Nevada,RES,residential,1226950.0,11.15,167.19893,1500.07505,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2188,2020-06-01,NV,Nevada,TRA,transportation,1.0,8.74,0.01897,0.217,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2189,2020-06-01,NH,New Hampshire,ALL,all sectors,746237.0,16.45,146.86254,892.82317,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2190,2020-06-01,NH,New Hampshire,COM,commercial,109184.0,15.27,51.1052,334.72528,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2191,2020-06-01,NH,New Hampshire,IND,industrial,3180.0,12.75,20.74714,162.73298,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2192,2020-06-01,NH,New Hampshire,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2193,2020-06-01,NH,New Hampshire,RES,residential,633873.0,18.97,75.0102,395.36492,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2194,2020-06-01,NH,New Hampshire,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2195,2020-06-01,NJ,New Jersey,ALL,all sectors,4157293.0,14.21,934.18847,6572.67427,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2196,2020-06-01,NJ,New Jersey,COM,commercial,526611.0,13.41,416.51271,3106.54552,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2197,2020-06-01,NJ,New Jersey,IND,industrial,11661.0,10.56,59.05941,559.18781,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2198,2020-06-01,NJ,New Jersey,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2199,2020-06-01,NJ,New Jersey,RES,residential,3619015.0,15.82,456.60353,2885.3764,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2200,2020-06-01,NJ,New Jersey,TRA,transportation,6.0,9.33,2.01282,21.56454,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2201,2020-06-01,NM,New Mexico,ALL,all sectors,1058981.0,9.8,208.0331,2122.32723,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2202,2020-06-01,NM,New Mexico,COM,commercial,145246.0,10.75,79.57405,740.32036,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2203,2020-06-01,NM,New Mexico,IND,industrial,9295.0,5.5,38.89517,706.70634,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2204,2020-06-01,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2205,2020-06-01,NM,New Mexico,RES,residential,904440.0,13.26,89.56388,675.30053,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2206,2020-06-01,NM,New Mexico,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2207,2020-05-01,WV,West Virginia,COM,commercial,147530.0,9.61,48.30991,502.60084,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2208,2020-05-01,WV,West Virginia,IND,industrial,11443.0,6.24,69.65382,1116.95947,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2209,2020-05-01,WV,West Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2210,2020-05-01,WV,West Virginia,RES,residential,860826.0,12.12,96.35508,795.03736,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2211,2020-05-01,WV,West Virginia,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2212,2020-05-01,WI,Wisconsin,ALL,all sectors,3099380.0,10.85,536.39601,4945.75233,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2213,2020-05-01,WI,Wisconsin,COM,commercial,359257.0,10.8,176.08666,1630.33471,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2214,2020-05-01,WI,Wisconsin,IND,industrial,5702.0,7.02,117.21554,1669.26863,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2215,2020-05-01,WI,Wisconsin,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2216,2020-05-01,WI,Wisconsin,RES,residential,2734419.0,14.77,243.08315,1646.07879,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2217,2020-05-01,WI,Wisconsin,TRA,transportation,2.0,15.2,0.01067,0.07021,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2218,2020-05-01,WY,Wyoming,ALL,all sectors,344622.0,8.51,95.34598,1120.79211,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2219,2020-05-01,WY,Wyoming,COM,commercial,57944.0,10.12,23.47043,231.96065,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2220,2022-07-01,MT,Montana,RES,residential,539909.0,11.71,49.28913,420.94432,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2221,2022-07-01,MT,Montana,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2222,2022-07-01,NE,Nebraska,ALL,all sectors,1109614.0,9.78,317.31979,3244.98262,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2223,2022-07-01,NE,Nebraska,IND,industrial,64527.0,7.96,98.57593,1238.23873,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2224,2022-07-01,NE,Nebraska,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2225,2022-07-01,NE,Nebraska,RES,residential,883887.0,12.03,132.33715,1100.06199,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2226,2022-07-01,NE,Nebraska,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2227,2022-07-01,NV,Nevada,ALL,all sectors,1451458.0,11.58,535.05794,4621.02128,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2228,2022-07-01,NV,Nevada,COM,commercial,173290.0,10.19,143.21836,1405.81043,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2229,2020-05-01,ESC,East South Central,IND,industrial,24918.0,5.47,400.17552,7309.42305,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2230,2020-08-01,VA,Virginia,RES,residential,3515544.0,12.27,600.82378,4895.50532,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2231,2020-08-01,VA,Virginia,TRA,transportation,1.0,9.33,0.92757,9.94078,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2232,2020-08-01,WA,Washington,ALL,all sectors,3580990.0,8.25,569.22007,6901.60312,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2233,2020-08-01,WA,Washington,COM,commercial,388923.0,8.77,203.46586,2319.07978,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2234,2020-08-01,WA,Washington,IND,industrial,27188.0,5.23,103.65912,1982.56261,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2235,2020-08-01,WA,Washington,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2236,2018-08-01,TN,Tennessee,COM,commercial,494049.0,10.61,376.77985,3549.90458,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2237,2018-08-01,TN,Tennessee,IND,industrial,1017.0,5.73,113.5781,1981.26491,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2238,2018-08-01,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2239,2018-08-01,TN,Tennessee,RES,residential,2900395.0,10.85,463.68942,4275.48665,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2240,2018-08-01,TN,Tennessee,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2241,2020-06-01,NY,New York,COM,commercial,1139243.0,15.7,873.13756,5561.21279,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2242,2020-06-01,NY,New York,IND,industrial,7543.0,5.64,75.13024,1332.76419,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2243,2020-06-01,NY,New York,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2244,2020-06-01,NY,New York,RES,residential,7242854.0,19.13,837.56187,4379.17878,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2245,2020-06-01,NY,New York,TRA,transportation,8.0,13.53,25.88653,191.38977,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2246,2020-06-01,NC,North Carolina,ALL,all sectors,5412133.0,9.52,1053.31698,11067.31843,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2247,2020-06-01,NC,North Carolina,COM,commercial,709134.0,8.63,337.92835,3914.30517,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2248,2020-06-01,NC,North Carolina,IND,industrial,9883.0,6.57,129.97661,1977.78073,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2249,2020-06-01,NC,North Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2250,2020-06-01,NC,North Carolina,RES,residential,4693115.0,11.31,585.31992,5174.09061,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2251,2020-06-01,NC,North Carolina,TRA,transportation,1.0,8.07,0.0921,1.14193,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2252,2020-06-01,ND,North Dakota,ALL,all sectors,472146.0,9.09,140.15964,1541.52033,number of customers,cents per kilowatthour,million dollars,million kilowatthours
