,period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
1280,2020-06-01,GA,Georgia,TRA,transportation,1.0,6.2,0.69037,11.12619,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1281,2020-06-01,HI,Hawaii,ALL,all sectors,502442.0,25.92,189.98803,732.89277,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1282,2020-06-01,HI,Hawaii,COM,commercial,59808.0,26.69,58.6135,219.62151,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1283,2020-06-01,HI,Hawaii,IND,industrial,820.0,22.4,59.4599,265.47443,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1284,2020-06-01,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1285,2020-06-01,HI,Hawaii,RES,residential,441814.0,29.02,71.91464,247.79684,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1286,2020-06-01,HI,Hawaii,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1287,2022-07-01,KY,Kentucky,RES,residential,2019536.0,13.24,383.92978,2899.67702,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1288,2022-07-01,KY,Kentucky,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1289,2022-07-01,LA,Louisiana,ALL,all sectors,2466815.0,11.75,1115.45443,9495.17452,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1290,2022-07-01,LA,Louisiana,COM,commercial,303461.0,12.69,296.26139,2334.29779,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1291,2022-07-01,LA,Louisiana,IND,industrial,20512.0,8.93,310.20217,3474.96654,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1292,2022-07-01,LA,Louisiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1293,2022-07-01,LA,Louisiana,RES,residential,2142841.0,13.81,508.84792,3684.78024,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1294,2022-07-01,LA,Louisiana,TRA,transportation,1.0,12.65,0.14295,1.12995,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1295,2022-07-01,ME,Maine,ALL,all sectors,819793.0,17.82,169.84077,953.10328,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1296,2022-07-01,ME,Maine,COM,commercial,105362.0,15.54,53.63496,345.076,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1297,2022-07-01,ME,Maine,IND,industrial,2080.0,11.51,24.11316,209.49478,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1298,2022-07-01,ME,Maine,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1299,2022-07-01,ME,Maine,RES,residential,712351.0,23.11,92.09265,398.53249,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1300,2022-07-01,ME,Maine,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1301,2022-07-01,MD,Maryland,ALL,all sectors,2702445.0,13.4,803.50138,5996.8682,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1302,2022-07-01,MD,Maryland,COM,commercial,260702.0,12.82,347.00372,2706.7929,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1303,2022-07-01,MD,Maryland,IND,industrial,9025.0,10.64,35.05251,329.54061,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1304,2022-07-01,MD,Maryland,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1305,2022-07-01,MD,Maryland,RES,residential,2432713.0,14.28,418.37925,2929.3741,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1306,2022-07-01,MD,Maryland,TRA,transportation,5.0,9.84,3.06591,31.16059,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1307,2022-07-01,MA,Massachusetts,ALL,all sectors,3340546.0,20.45,999.34116,4887.65791,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1308,2022-07-01,MA,Massachusetts,COM,commercial,439903.0,18.18,430.19662,2365.71209,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1309,2022-07-01,MA,Massachusetts,IND,industrial,10710.0,18.67,108.08029,578.8992,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1310,2019-11-01,PACC,Pacific Contiguous,ALL,all sectors,20750260.0,13.71,3923.34884,28616.48513,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1311,2019-11-01,PACC,Pacific Contiguous,COM,commercial,2297859.0,14.25,1624.49735,11396.61732,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1312,2019-11-01,PACC,Pacific Contiguous,IND,industrial,190011.0,9.99,668.68558,6694.11792,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1313,2019-11-01,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1314,2019-11-01,PACC,Pacific Contiguous,RES,residential,18262370.0,15.53,1623.12176,10449.91982,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1315,2019-11-01,PACC,Pacific Contiguous,TRA,transportation,20.0,9.29,7.04415,75.83007,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1316,2019-11-01,PACN,Pacific Noncontiguous,ALL,all sectors,846136.0,24.98,323.35216,1294.67728,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1317,2019-11-01,PACN,Pacific Noncontiguous,COM,commercial,115273.0,24.6,117.00189,475.67861,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1318,2019-11-01,PACN,Pacific Noncontiguous,IND,industrial,1940.0,22.78,94.79397,416.06382,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1319,2019-11-01,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1320,2019-11-01,PACN,Pacific Noncontiguous,RES,residential,728923.0,27.69,111.5563,402.93486,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1321,2019-11-01,PACN,Pacific Noncontiguous,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1322,2019-12-01,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1323,2019-12-01,ENC,East North Central,RES,residential,20371904.0,13.02,2137.88931,16414.62943,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1324,2022-07-01,PACN,Pacific Noncontiguous,IND,industrial,1982.0,33.17,138.56163,417.76447,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1325,2022-07-01,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1326,2022-07-01,PACN,Pacific Noncontiguous,RES,residential,745570.0,37.09,143.30988,386.38974,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1327,2022-07-01,PACN,Pacific Noncontiguous,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1328,2022-07-01,US,U.S. Total,ALL,all sectors,160094373.0,13.28,51401.71818,387150.82987,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1329,2022-07-01,US,U.S. Total,COM,commercial,19249922.0,13.15,17371.85098,132105.30718,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1330,2022-07-01,US,U.S. Total,IND,industrial,1063762.0,9.43,8429.15413,89352.04012,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1331,2022-07-01,US,U.S. Total,TRA,transportation,81.0,12.26,69.59918,567.89905,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1332,2022-07-01,US,U.S. Total,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1333,2022-07-01,US,U.S. Total,RES,residential,139780608.0,15.46,25531.1139,165125.58352,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1334,2019-05-01,ENC,East North Central,ALL,all sectors,22835749.0,10.07,4303.95502,42741.65599,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1335,2019-05-01,ENC,East North Central,COM,commercial,2511548.0,10.33,1482.09049,14349.12436,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1336,2019-05-01,ENC,East North Central,IND,industrial,55834.0,6.85,1117.20075,16302.55986,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1337,2019-05-01,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1338,2019-05-01,ENC,East North Central,RES,residential,20268357.0,14.13,1701.00576,12040.48153,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1339,2019-05-01,ENC,East North Central,TRA,transportation,10.0,7.39,3.65802,49.49024,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1340,2019-05-01,WNC,West North Central,ALL,all sectors,11163768.0,9.86,2248.45739,22803.86979,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1341,2019-05-01,WNC,West North Central,COM,commercial,1465717.0,10.01,809.151,8081.30863,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1342,2019-05-01,WNC,West North Central,IND,industrial,130088.0,7.07,555.61942,7853.64594,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1343,2019-05-01,WNC,West North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1344,2019-05-01,WNC,West North Central,RES,residential,9567960.0,12.87,883.38857,6865.29366,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1345,2020-06-01,ESC,East South Central,IND,industrial,25391.0,5.63,427.3824,7597.65313,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1346,2020-06-01,ESC,East South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1347,2020-06-01,ESC,East South Central,RES,residential,8498933.0,11.45,1168.7464,10203.29187,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1348,2020-06-01,ESC,East South Central,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1349,2020-06-01,WSC,West South Central,ALL,all sectors,19565979.0,8.38,4668.62754,55680.85065,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1350,2020-06-01,WSC,West South Central,COM,commercial,2329253.0,7.81,1366.89046,17494.22541,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1351,2020-06-01,WSC,West South Central,IND,industrial,341377.0,5.07,817.853,16137.21262,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1352,2020-06-01,WSC,West South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1353,2020-06-01,WSC,West South Central,RES,residential,16895343.0,11.27,2482.88413,22034.40235,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1354,2020-08-01,PACC,Pacific Contiguous,IND,industrial,199857.0,11.68,944.56811,8090.55055,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1355,2020-08-01,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1356,2020-08-01,PACC,Pacific Contiguous,RES,residential,18598699.0,17.78,2574.8685,14482.15049,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1357,2020-08-01,PACC,Pacific Contiguous,TRA,transportation,19.0,10.79,6.17838,57.2831,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1358,2020-08-01,PACN,Pacific Noncontiguous,ALL,all sectors,881660.0,23.88,295.05942,1235.68442,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1359,2020-08-01,PACN,Pacific Noncontiguous,COM,commercial,121285.0,23.69,103.17097,435.54093,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1360,2020-08-01,PACN,Pacific Noncontiguous,IND,industrial,1957.0,21.08,84.17321,399.33919,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1361,2020-08-01,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1362,2020-08-01,PACN,Pacific Noncontiguous,RES,residential,758418.0,26.87,107.71525,400.8043,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1363,2020-08-01,PACN,Pacific Noncontiguous,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1364,2020-08-01,US,U.S. Total,ALL,all sectors,156671400.0,11.02,40647.72485,368884.50417,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1365,2020-08-01,US,U.S. Total,COM,commercial,18827402.0,10.9,13411.87399,123056.88421,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1366,2020-08-01,US,U.S. Total,IND,industrial,1009473.0,7.07,6104.75615,86366.13013,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1367,2020-08-01,US,U.S. Total,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1368,2020-03-01,FL,Florida,IND,industrial,22393.0,7.1,98.8298,1391.14926,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1369,2020-03-01,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1370,2020-03-01,FL,Florida,RES,residential,9681530.0,11.31,1039.2419,9185.07143,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1371,2020-03-01,FL,Florida,TRA,transportation,2.0,8.1,0.56519,6.97411,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1372,2020-03-01,GA,Georgia,ALL,all sectors,5078237.0,9.4,940.6365,10001.74782,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1373,2020-03-01,GA,Georgia,COM,commercial,593595.0,9.92,340.37693,3431.68069,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1374,2020-03-01,GA,Georgia,IND,industrial,23572.0,5.32,135.41367,2545.64137,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1375,2020-03-01,GA,Georgia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1376,2020-04-01,AZ,Arizona,RES,residential,2883774.0,12.63,288.90679,2287.84801,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1377,2020-04-01,AZ,Arizona,TRA,transportation,2.0,8.83,0.08121,0.91962,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1378,2020-04-01,AR,Arkansas,ALL,all sectors,1633465.0,8.2,260.53169,3178.00961,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1379,2020-04-01,AR,Arkansas,COM,commercial,197794.0,8.86,68.75764,775.61542,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1380,2020-04-01,AR,Arkansas,IND,industrial,30910.0,5.64,72.36546,1282.9606,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1381,2020-04-01,AR,Arkansas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1382,2020-04-01,AR,Arkansas,RES,residential,1404759.0,10.67,119.40629,1119.41558,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1383,2020-04-01,AR,Arkansas,TRA,transportation,2.0,12.74,0.00229,0.01801,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1384,2020-04-01,CA,California,ALL,all sectors,15657118.0,16.08,2728.27258,16963.48016,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1385,2020-04-01,CA,California,COM,commercial,1724810.0,14.89,1183.66741,7947.62719,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1386,2020-04-01,CA,California,IND,industrial,147631.0,11.87,405.14386,3413.90393,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1387,2020-04-01,CA,California,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1388,2020-08-01,US,U.S. Total,RES,residential,136834443.0,13.26,21077.36574,158939.14743,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1389,2020-08-01,US,U.S. Total,TRA,transportation,82.0,10.29,53.72897,522.34241,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1390,2020-09-01,NV,Nevada,IND,industrial,3455.0,7.45,80.08708,1075.44859,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1391,2020-09-01,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1392,2020-09-01,NV,Nevada,RES,residential,1231273.0,11.92,175.17122,1469.99042,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1393,2020-09-01,NV,Nevada,TRA,transportation,1.0,10.28,0.02621,0.255,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1394,2020-09-01,NH,New Hampshire,ALL,all sectors,748010.0,16.42,142.54634,868.214,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1395,2020-09-01,NH,New Hampshire,COM,commercial,109374.0,15.41,53.56524,347.64403,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1396,2020-09-01,NH,New Hampshire,IND,industrial,3192.0,13.23,22.81076,172.41089,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1397,2020-09-01,NH,New Hampshire,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1398,2020-09-01,NH,New Hampshire,RES,residential,635444.0,19.01,66.17034,348.15908,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1399,2020-09-01,NH,New Hampshire,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1400,2020-09-01,NJ,New Jersey,ALL,all sectors,4160473.0,13.97,859.03963,6149.65873,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1401,2020-09-01,NJ,New Jersey,COM,commercial,523500.0,12.72,387.34435,3044.1833,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1402,2020-09-01,NJ,New Jersey,IND,industrial,11498.0,10.25,56.34111,549.76233,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1403,2020-09-01,NJ,New Jersey,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1404,2020-09-01,NJ,New Jersey,RES,residential,3625469.0,16.31,413.06878,2532.35959,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1405,2020-09-01,NJ,New Jersey,TRA,transportation,6.0,9.79,2.2854,23.35352,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1406,2020-09-01,NM,New Mexico,ALL,all sectors,1061778.0,10.05,218.0285,2170.12823,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1407,2020-09-01,NM,New Mexico,COM,commercial,145372.0,11.04,84.13767,762.27805,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1408,2020-09-01,NM,New Mexico,IND,industrial,9376.0,5.97,47.43376,794.90478,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1409,2020-09-01,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1410,2020-09-01,NM,New Mexico,RES,residential,907030.0,14.11,86.45707,612.94539,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1411,2020-09-01,NM,New Mexico,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1412,2020-09-01,NY,New York,ALL,all sectors,8379576.0,15.97,1982.34341,12416.35791,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1413,2020-09-01,NY,New York,COM,commercial,1151067.0,16.0,964.98414,6031.89762,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1414,2020-09-01,NY,New York,IND,industrial,7535.0,5.79,80.36801,1386.92984,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1415,2020-09-01,NY,New York,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1416,2020-09-01,NY,New York,RES,residential,7220966.0,19.01,910.05159,4786.68005,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1417,2020-09-01,NY,New York,TRA,transportation,8.0,12.78,26.93968,210.8504,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1418,2020-09-01,NC,North Carolina,ALL,all sectors,5445541.0,9.92,1104.10786,11134.53304,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1419,2020-09-01,NC,North Carolina,COM,commercial,712182.0,9.05,371.44289,4104.70309,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1420,2020-09-01,NC,North Carolina,IND,industrial,9858.0,6.87,148.55238,2163.035,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1421,2020-09-01,NC,North Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1422,2020-09-01,NC,North Carolina,RES,residential,4723500.0,12.0,584.00652,4865.37871,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1423,2020-09-01,NC,North Carolina,TRA,transportation,1.0,7.49,0.10607,1.41624,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1424,2020-09-01,ND,North Dakota,ALL,all sectors,473099.0,8.9,149.03319,1673.74854,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1425,2020-09-01,ND,North Dakota,COM,commercial,76858.0,9.79,48.74495,497.73405,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1426,2020-09-01,ND,North Dakota,IND,industrial,8990.0,7.2,62.56643,869.14862,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1427,2020-09-01,ND,North Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1428,2020-06-01,IL,Illinois,COM,commercial,627942.0,9.3,348.19764,3745.17805,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1429,2020-06-01,IL,Illinois,IND,industrial,5576.0,6.59,222.93558,3381.62577,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1430,2020-06-01,IL,Illinois,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1431,2020-06-01,IL,Illinois,RES,residential,5337593.0,12.9,593.87159,4603.84867,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1432,2020-06-01,IL,Illinois,TRA,transportation,3.0,6.33,1.82755,28.88669,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1433,2020-06-01,IN,Indiana,ALL,all sectors,3297287.0,10.23,841.77125,8227.58064,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1434,2020-06-01,IN,Indiana,COM,commercial,362917.0,11.3,217.74652,1927.23307,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1435,2020-06-01,IN,Indiana,IND,industrial,19385.0,7.29,244.1053,3348.67678,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1436,2020-06-01,IN,Indiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1437,2020-06-01,IN,Indiana,RES,residential,2914984.0,12.87,379.77288,2950.2585,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1438,2020-06-01,IN,Indiana,TRA,transportation,1.0,10.38,0.14654,1.41229,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1439,2020-06-01,IA,Iowa,ALL,all sectors,1655964.0,9.36,404.69386,4323.09176,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1440,2020-06-01,IA,Iowa,COM,commercial,243538.0,10.13,98.94973,976.49028,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1441,2020-06-01,IA,Iowa,IND,industrial,9703.0,6.71,138.43492,2062.44652,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1442,2020-06-01,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1443,2020-06-01,IA,Iowa,RES,residential,1402723.0,13.03,167.3092,1284.15497,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1444,2020-06-01,IA,Iowa,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1445,2020-06-01,KS,Kansas,ALL,all sectors,1542837.0,10.87,400.61349,3684.24476,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1446,2020-06-01,KS,Kansas,COM,commercial,236233.0,10.74,144.34827,1343.72871,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1447,2020-06-01,KS,Kansas,IND,industrial,24419.0,7.51,63.73149,848.7817,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1448,2020-06-01,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1449,2020-06-01,KS,Kansas,RES,residential,1282185.0,12.91,192.53373,1491.73435,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1450,2020-06-01,KS,Kansas,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1451,2020-06-01,KY,Kentucky,ALL,all sectors,2325062.0,8.62,525.5625,6099.72239,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1452,2020-06-01,KY,Kentucky,COM,commercial,311180.0,10.29,161.43265,1569.13874,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1453,2019-11-01,FL,Florida,RES,residential,9704505.0,12.09,1107.28397,9159.08288,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1454,2019-11-01,FL,Florida,TRA,transportation,2.0,8.86,0.54485,6.14977,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1455,2019-11-01,GA,Georgia,ALL,all sectors,5048726.0,9.46,960.25202,10150.2437,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1456,2019-11-01,GA,Georgia,COM,commercial,588876.0,10.16,356.33962,3506.37321,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1457,2019-11-01,GA,Georgia,IND,industrial,23261.0,5.91,152.69969,2583.88452,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1458,2019-11-01,GA,Georgia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1459,2019-11-01,GA,Georgia,RES,residential,4436588.0,11.13,450.63638,4048.13137,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1460,2019-11-01,GA,Georgia,TRA,transportation,1.0,4.86,0.57633,11.8546,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1461,2019-11-01,HI,Hawaii,ALL,all sectors,499853.0,27.81,223.4787,803.56772,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1462,2019-11-01,HI,Hawaii,COM,commercial,59934.0,28.51,73.35675,257.26267,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1463,2019-11-01,HI,Hawaii,IND,industrial,827.0,24.82,77.04063,310.43204,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1464,2019-11-01,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1465,2019-11-01,HI,Hawaii,RES,residential,439092.0,30.98,73.08133,235.873,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1466,2019-11-01,HI,Hawaii,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1467,2019-11-01,ID,Idaho,ALL,all sectors,912415.0,7.67,137.24966,1788.55614,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1468,2019-11-01,ID,Idaho,COM,commercial,112814.0,7.41,39.05032,527.12803,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1469,2019-11-01,ID,Idaho,IND,industrial,28346.0,5.14,25.38409,494.04042,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1470,2019-11-01,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1471,2019-11-01,ID,Idaho,RES,residential,771255.0,9.49,72.81525,767.38769,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1472,2019-11-01,ID,Idaho,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1473,2019-11-01,IL,Illinois,ALL,all sectors,5953423.0,9.62,1041.85302,10830.32134,number of customers,cents per kilowatthour,million dollars,million kilowatthours
1474,2019-11-01,IL,Illinois,COM,commercial,625532.0,9.17,353.06712,3851.0778,number of customers,cents per kilowatthour,million dollars,million kilowatthours
